fecha_compra,id_producto,total_transacciones
2025-07-27,P038,1
2025-07-27,P055,1
2025-07-27,P056,2
2025-07-27,P059,2
2025-07-27,P068,2
2025-07-27,P071,1
2025-07-27,P073,1
2025-07-27,P086,1
2025-07-27,P087,1
2025-07-28,P003,2
2025-07-28,P004,1
2025-07-28,P015,2
2025-07-28,P021,1
2025-07-28,P032,1
2025-07-28,P044,1
2025-07-28,P052,1
2025-07-28,P059,1
2025-07-28,P063,1
2025-07-28,P078,1
2025-07-28,P081,1
2025-07-28,P085,3
2025-07-28,P086,3
2025-07-28,P093,1
2025-07-29,P003,1
2025-07-29,P004,2
2025-07-29,P021,1
2025-07-29,P027,1
2025-07-29,P033,1
2025-07-29,P038,1
2025-07-29,P039,1
2025-07-29,P060,1
2025-07-29,P066,2
2025-07-29,P072,1
2025-07-29,P076,1
2025-07-29,P079,1
2025-07-29,P081,2
2025-07-29,P085,1
2025-07-29,P086,1
2025-07-29,P087,1
2025-07-30,P011,1
2025-07-30,P021,1
2025-07-30,P025,1
2025-07-30,P027,1
2025-07-30,P033,1
2025-07-30,P037,1
2025-07-30,P038,1
2025-07-30,P044,2
2025-07-30,P057,1
2025-07-30,P071,1
2025-07-30,P072,1
2025-07-30,P084,1
2025-07-30,P093,1
2025-07-31,P002,2
2025-07-31,P003,1
2025-07-31,P015,1
2025-07-31,P017,1
2025-07-31,P018,1
2025-07-31,P024,1
2025-07-31,P031,1
2025-07-31,P032,1
2025-07-31,P048,1
2025-07-31,P052,1
2025-07-31,P056,1
2025-07-31,P057,1
2025-07-31,P059,1
2025-07-31,P060,1
2025-07-31,P063,1
2025-07-31,P066,1
2025-07-31,P081,1
2025-07-31,P084,1
2025-07-31,P087,1
2025-08-01,P004,1
2025-08-01,P011,1
2025-08-01,P021,1
2025-08-01,P025,1
2025-08-01,P039,2
2025-08-01,P044,1
2025-08-01,P052,1
2025-08-01,P058,1
2025-08-01,P063,2
2025-08-01,P078,1
2025-08-01,P081,2
2025-08-02,P004,1
2025-08-02,P011,2
2025-08-02,P015,2
2025-08-02,P025,1
2025-08-02,P031,3
2025-08-02,P038,1
2025-08-02,P044,1
2025-08-02,P055,1
2025-08-02,P056,1
2025-08-02,P058,1
2025-08-02,P059,2
2025-08-02,P066,1
2025-08-02,P072,3
2025-08-02,P078,2
2025-08-02,P086,1
2025-08-03,P007,1
2025-08-03,P024,1
2025-08-03,P031,1
2025-08-03,P037,1
2025-08-03,P052,1
2025-08-03,P057,1
2025-08-03,P066,2
2025-08-03,P068,1
2025-08-03,P071,1
2025-08-03,P072,1
2025-08-03,P073,1
2025-08-03,P076,1
2025-08-03,P086,1
2025-08-04,P004,2
2025-08-04,P007,1
2025-08-04,P013,2
2025-08-04,P015,2
2025-08-04,P018,1
2025-08-04,P025,1
2025-08-04,P027,1
2025-08-04,P029,1
2025-08-04,P031,3
2025-08-04,P033,1
2025-08-04,P057,1
2025-08-04,P059,1
2025-08-04,P063,2
2025-08-04,P066,2
2025-08-04,P071,1
2025-08-04,P072,1
2025-08-04,P076,1
2025-08-04,P081,1
2025-08-04,P093,1
2025-08-05,P002,2
2025-08-05,P003,2
2025-08-05,P004,1
2025-08-05,P011,1
2025-08-05,P017,1
2025-08-05,P031,1
2025-08-05,P037,2
2025-08-05,P044,1
2025-08-05,P052,1
2025-08-05,P053,1
2025-08-05,P055,1
2025-08-05,P056,2
2025-08-05,P057,1
2025-08-05,P060,2
2025-08-05,P068,1
2025-08-05,P071,2
2025-08-05,P073,2
2025-08-05,P076,1
2025-08-05,P081,1
2025-08-05,P093,2
2025-08-06,P011,1
2025-08-06,P013,1
2025-08-06,P014,1
2025-08-06,P017,1
2025-08-06,P021,1
2025-08-06,P024,1
2025-08-06,P029,1
2025-08-06,P038,1
2025-08-06,P044,1
2025-08-06,P066,1
2025-08-06,P071,1
2025-08-06,P072,1
2025-08-06,P073,1
2025-08-06,P084,1
2025-08-07,P013,1
2025-08-07,P025,1
2025-08-07,P033,1
2025-08-07,P038,1
2025-08-07,P048,2
2025-08-07,P055,1
2025-08-07,P056,3
2025-08-07,P060,1
2025-08-07,P066,1
2025-08-07,P073,1
2025-08-07,P084,1
2025-08-07,P086,1
2025-08-07,P093,1
2025-08-08,P002,1
2025-08-08,P007,1
2025-08-08,P021,2
2025-08-08,P029,1
2025-08-08,P031,1
2025-08-08,P039,1
2025-08-08,P044,1
2025-08-08,P048,1
2025-08-08,P052,2
2025-08-08,P057,1
2025-08-08,P060,1
2025-08-08,P063,1
2025-08-08,P078,2
2025-08-08,P081,1
2025-08-08,P085,1
2025-08-08,P087,1
2025-08-08,P093,1
2025-08-09,P013,2
2025-08-09,P014,1
2025-08-09,P027,1
2025-08-09,P029,1
2025-08-09,P038,1
2025-08-09,P044,1
2025-08-09,P052,1
2025-08-09,P053,1
2025-08-09,P056,1
2025-08-09,P057,3
2025-08-09,P060,1
2025-08-09,P063,1
2025-08-09,P076,1
2025-08-09,P084,1
2025-08-09,P087,1
2025-08-10,P002,1
2025-08-10,P004,1
2025-08-10,P011,1
2025-08-10,P013,2
2025-08-10,P015,1
2025-08-10,P017,1
2025-08-10,P021,1
2025-08-10,P024,1
2025-08-10,P029,1
2025-08-10,P037,1
2025-08-10,P039,2
2025-08-10,P048,1
2025-08-10,P052,1
2025-08-10,P056,1
2025-08-10,P057,2
2025-08-10,P059,1
2025-08-10,P076,1
2025-08-10,P079,1
2025-08-10,P085,1
2025-08-10,P093,1
2025-08-11,P003,1
2025-08-11,P004,2
2025-08-11,P018,2
2025-08-11,P025,1
2025-08-11,P032,2
2025-08-11,P037,2
2025-08-11,P038,1
2025-08-11,P039,1
2025-08-11,P052,1
2025-08-11,P053,1
2025-08-11,P056,1
2025-08-11,P059,1
2025-08-11,P060,2
2025-08-11,P063,1
2025-08-11,P066,1
2025-08-11,P071,2
2025-08-11,P072,2
2025-08-11,P076,1
2025-08-11,P081,1
2025-08-12,P003,1
2025-08-12,P015,1
2025-08-12,P021,1
2025-08-12,P025,1
2025-08-12,P031,1
2025-08-12,P037,1
2025-08-12,P051,1
2025-08-12,P053,1
2025-08-12,P055,1
2025-08-12,P056,1
2025-08-12,P078,1
2025-08-12,P081,1
2025-08-13,P002,1
2025-08-13,P003,1
2025-08-13,P013,1
2025-08-13,P015,1
2025-08-13,P018,2
2025-08-13,P025,2
2025-08-13,P027,1
2025-08-13,P039,1
2025-08-13,P048,1
2025-08-13,P052,1
2025-08-13,P053,1
2025-08-13,P058,1
2025-08-13,P063,2
2025-08-13,P070,1
2025-08-13,P073,1
2025-08-13,P078,2
2025-08-14,P002,1
2025-08-14,P003,2
2025-08-14,P014,1
2025-08-14,P017,1
2025-08-14,P024,2
2025-08-14,P033,1
2025-08-14,P048,1
2025-08-14,P053,1
2025-08-14,P056,1
2025-08-14,P058,1
2025-08-14,P059,1
2025-08-14,P060,3
2025-08-14,P063,1
2025-08-14,P066,1
2025-08-14,P068,1
2025-08-14,P070,2
2025-08-14,P071,1
2025-08-14,P076,1
2025-08-14,P093,2
2025-08-15,P003,1
2025-08-15,P014,1
2025-08-15,P015,1
2025-08-15,P018,1
2025-08-15,P025,1
2025-08-15,P031,1
2025-08-15,P037,1
2025-08-15,P039,1
2025-08-15,P052,1
2025-08-15,P055,1
2025-08-15,P059,1
2025-08-15,P063,1
2025-08-15,P066,1
2025-08-15,P068,1
2025-08-15,P070,1
2025-08-15,P072,1
2025-08-15,P081,1
2025-08-15,P093,1
2025-08-16,P004,1
2025-08-16,P014,2
2025-08-16,P025,1
2025-08-16,P031,1
2025-08-16,P032,1
2025-08-16,P038,1
2025-08-16,P052,1
2025-08-16,P053,1
2025-08-16,P055,1
2025-08-16,P060,1
2025-08-16,P063,1
2025-08-16,P068,1
2025-08-16,P071,1
2025-08-16,P078,1
2025-08-16,P081,1
2025-08-16,P084,2
2025-08-16,P086,2
2025-08-16,P093,1
2025-08-17,P002,1
2025-08-17,P013,2
2025-08-17,P014,1
2025-08-17,P017,1
2025-08-17,P018,2
2025-08-17,P025,1
2025-08-17,P027,1
2025-08-17,P029,1
2025-08-17,P031,1
2025-08-17,P032,1
2025-08-17,P038,2
2025-08-17,P039,1
2025-08-17,P044,2
2025-08-17,P048,1
2025-08-17,P051,1
2025-08-17,P055,1
2025-08-17,P058,1
2025-08-17,P060,1
2025-08-17,P066,1
2025-08-17,P068,1
2025-08-17,P070,1
2025-08-17,P071,2
2025-08-17,P073,1
2025-08-17,P081,2
2025-08-17,P086,3
2025-08-17,P093,1
2025-08-18,P002,1
2025-08-18,P004,1
2025-08-18,P007,1
2025-08-18,P011,2
2025-08-18,P013,1
2025-08-18,P021,1
2025-08-18,P033,1
2025-08-18,P038,1
2025-08-18,P039,2
2025-08-18,P048,1
2025-08-18,P053,2
2025-08-18,P055,2
2025-08-18,P058,1
2025-08-18,P063,1
2025-08-18,P068,1
2025-08-18,P071,1
2025-08-18,P072,1
2025-08-18,P076,1
2025-08-18,P084,1
2025-08-18,P085,1
2025-08-18,P086,1
2025-08-19,P003,1
2025-08-19,P004,1
2025-08-19,P007,1
2025-08-19,P013,1
2025-08-19,P021,1
2025-08-19,P024,2
2025-08-19,P025,1
2025-08-19,P033,1
2025-08-19,P039,1
2025-08-19,P048,2
2025-08-19,P052,1
2025-08-19,P055,1
2025-08-19,P056,2
2025-08-19,P059,1
2025-08-19,P068,1
2025-08-19,P072,1
2025-08-19,P079,1
2025-08-19,P084,2
2025-08-19,P087,2
2025-08-20,P002,1
2025-08-20,P021,1
2025-08-20,P029,1
2025-08-20,P048,1
2025-08-20,P053,1
2025-08-20,P055,1
2025-08-20,P057,1
2025-08-20,P058,1
2025-08-20,P068,2
2025-08-20,P070,1
2025-08-20,P078,1
2025-08-20,P079,1
2025-08-20,P081,1
2025-08-20,P093,1
2025-08-21,P007,1
2025-08-21,P014,1
2025-08-21,P015,1
2025-08-21,P032,1
2025-08-21,P033,1
2025-08-21,P039,1
2025-08-21,P044,2
2025-08-21,P053,1
2025-08-21,P057,2
2025-08-21,P060,1
2025-08-21,P063,1
2025-08-21,P066,1
2025-08-21,P068,2
2025-08-21,P071,1
2025-08-21,P073,1
2025-08-21,P081,1
2025-08-21,P084,1
2025-08-21,P086,1
2025-08-21,P093,1
2025-08-22,P002,1
2025-08-22,P004,1
2025-08-22,P007,2
2025-08-22,P009,3
2025-08-22,P013,1
2025-08-22,P014,2
2025-08-22,P024,1
2025-08-22,P027,1
2025-08-22,P029,2
2025-08-22,P032,1
2025-08-22,P037,1
2025-08-22,P044,1
2025-08-22,P052,1
2025-08-22,P055,2
2025-08-22,P056,1
2025-08-22,P057,1
2025-08-22,P070,1
2025-08-22,P073,1
2025-08-22,P079,1
2025-08-22,P084,1
2025-08-22,P086,1
2025-08-22,P087,2
2025-08-23,P003,2
2025-08-23,P007,1
2025-08-23,P009,2
2025-08-23,P018,1
2025-08-23,P021,2
2025-08-23,P025,1
2025-08-23,P027,1
2025-08-23,P031,3
2025-08-23,P032,3
2025-08-23,P048,1
2025-08-23,P053,1
2025-08-23,P057,1
2025-08-23,P060,1
2025-08-23,P071,1
2025-08-23,P072,1
2025-08-23,P078,1
2025-08-23,P087,1
2025-08-23,P093,1
2025-08-24,P002,1
2025-08-24,P004,2
2025-08-24,P009,1
2025-08-24,P013,1
2025-08-24,P021,1
2025-08-24,P024,2
2025-08-24,P027,2
2025-08-24,P029,1
2025-08-24,P038,1
2025-08-24,P044,1
2025-08-24,P051,2
2025-08-24,P053,1
2025-08-24,P058,3
2025-08-24,P070,1
2025-08-24,P072,1
2025-08-24,P075,2
2025-08-24,P087,1
2025-08-25,P009,1
2025-08-25,P011,1
2025-08-25,P025,2
2025-08-25,P027,2
2025-08-25,P031,1
2025-08-25,P032,1
2025-08-25,P037,1
2025-08-25,P038,1
2025-08-25,P044,3
2025-08-25,P051,2
2025-08-25,P055,1
2025-08-25,P058,1
2025-08-25,P068,1
2025-08-25,P070,1
2025-08-25,P071,1
2025-08-25,P072,1
2025-08-25,P075,1
2025-08-25,P086,1
2025-08-26,P004,2
2025-08-26,P007,1
2025-08-26,P013,1
2025-08-26,P014,1
2025-08-26,P021,1
2025-08-26,P024,1
2025-08-26,P027,1
2025-08-26,P029,2
2025-08-26,P031,1
2025-08-26,P032,1
2025-08-26,P039,1
2025-08-26,P048,1
2025-08-26,P051,2
2025-08-26,P059,1
2025-08-26,P066,1
2025-08-26,P070,1
2025-08-26,P072,2
2025-08-26,P073,1
2025-08-26,P079,1
2025-08-27,P002,2
2025-08-27,P003,1
2025-08-27,P011,1
2025-08-27,P015,1
2025-08-27,P018,3
2025-08-27,P021,1
2025-08-27,P024,1
2025-08-27,P027,1
2025-08-27,P029,1
2025-08-27,P037,1
2025-08-27,P038,1
2025-08-27,P039,1
2025-08-27,P044,1
2025-08-27,P048,1
2025-08-27,P056,1
2025-08-27,P057,1
2025-08-27,P058,1
2025-08-27,P059,2
2025-08-27,P060,1
2025-08-27,P066,2
2025-08-27,P070,1
2025-08-27,P071,1
2025-08-27,P079,1
2025-08-27,P081,1
2025-08-27,P087,1
2025-08-28,P004,1
2025-08-28,P007,1
2025-08-28,P015,1
2025-08-28,P017,2
2025-08-28,P018,2
2025-08-28,P032,2
2025-08-28,P033,1
2025-08-28,P038,1
2025-08-28,P039,2
2025-08-28,P048,1
2025-08-28,P055,1
2025-08-28,P056,2
2025-08-28,P057,1
2025-08-28,P058,1
2025-08-28,P063,1
2025-08-28,P070,1
2025-08-28,P075,2
2025-08-28,P078,1
2025-08-28,P079,2
2025-08-28,P081,1
2025-08-28,P084,1
2025-08-28,P086,1
2025-08-28,P087,2
2025-08-29,P004,1
2025-08-29,P007,1
2025-08-29,P011,2
2025-08-29,P013,1
2025-08-29,P014,2
2025-08-29,P015,1
2025-08-29,P024,1
2025-08-29,P025,1
2025-08-29,P027,1
2025-08-29,P029,1
2025-08-29,P038,1
2025-08-29,P048,1
2025-08-29,P053,2
2025-08-29,P055,1
2025-08-29,P058,1
2025-08-29,P059,1
2025-08-29,P072,1
2025-08-29,P076,1
2025-08-29,P078,1
2025-08-30,P003,1
2025-08-30,P004,2
2025-08-30,P007,3
2025-08-30,P009,1
2025-08-30,P011,2
2025-08-30,P013,2
2025-08-30,P021,2
2025-08-30,P024,1
2025-08-30,P027,2
2025-08-30,P033,1
2025-08-30,P037,1
2025-08-30,P053,1
2025-08-30,P060,2
2025-08-30,P073,1
2025-08-30,P075,1
2025-08-30,P078,1
2025-08-30,P079,1
2025-08-30,P081,1
2025-08-30,P085,1
2025-08-30,P086,1
2025-08-31,P002,1
2025-08-31,P014,1
2025-08-31,P017,1
2025-08-31,P021,1
2025-08-31,P024,1
2025-08-31,P031,2
2025-08-31,P033,2
2025-08-31,P037,1
2025-08-31,P039,3
2025-08-31,P053,1
2025-08-31,P055,2
2025-08-31,P056,2
2025-08-31,P060,1
2025-08-31,P063,1
2025-08-31,P072,1
2025-08-31,P073,1
2025-08-31,P078,1
2025-08-31,P080,2
2025-08-31,P081,1
2025-08-31,P084,2
2025-08-31,P086,3
2025-08-31,P093,1
2025-09-01,P003,2
2025-09-01,P007,1
2025-09-01,P011,2
2025-09-01,P014,1
2025-09-01,P015,1
2025-09-01,P018,1
2025-09-01,P029,1
2025-09-01,P031,1
2025-09-01,P038,1
2025-09-01,P039,1
2025-09-01,P051,2
2025-09-01,P052,4
2025-09-01,P058,1
2025-09-01,P066,1
2025-09-01,P068,1
2025-09-01,P084,1
2025-09-01,P089,1
2025-09-01,P093,1
2025-09-02,P007,1
2025-09-02,P011,1
2025-09-02,P021,1
2025-09-02,P024,1
2025-09-02,P033,1
2025-09-02,P051,1
2025-09-02,P052,2
2025-09-02,P055,1
2025-09-02,P058,1
2025-09-02,P063,1
2025-09-02,P066,1
2025-09-02,P072,1
2025-09-02,P073,1
2025-09-02,P079,1
2025-09-02,P081,1
2025-09-02,P084,2
2025-09-02,P087,1
2025-09-02,P093,1
2025-09-03,P002,1
2025-09-03,P009,2
2025-09-03,P015,1
2025-09-03,P024,1
2025-09-03,P027,1
2025-09-03,P033,1
2025-09-03,P039,2
2025-09-03,P044,1
2025-09-03,P052,1
2025-09-03,P057,2
2025-09-03,P058,1
2025-09-03,P060,1
2025-09-03,P066,1
2025-09-03,P072,1
2025-09-03,P076,1
2025-09-03,P080,1
2025-09-03,P081,1
2025-09-03,P087,1
2025-09-04,P002,2
2025-09-04,P007,1
2025-09-04,P010,1
2025-09-04,P015,1
2025-09-04,P021,1
2025-09-04,P044,2
2025-09-04,P048,1
2025-09-04,P051,1
2025-09-04,P060,1
2025-09-04,P066,2
2025-09-04,P068,1
2025-09-04,P071,1
2025-09-04,P075,2
2025-09-04,P081,4
2025-09-04,P085,1
2025-09-04,P093,2
2025-09-05,P007,2
2025-09-05,P009,1
2025-09-05,P018,1
2025-09-05,P021,1
2025-09-05,P025,2
2025-09-05,P027,1
2025-09-05,P029,3
2025-09-05,P031,2
2025-09-05,P032,1
2025-09-05,P033,1
2025-09-05,P039,1
2025-09-05,P057,1
2025-09-05,P063,2
2025-09-05,P068,1
2025-09-05,P071,1
2025-09-05,P072,4
2025-09-05,P073,2
2025-09-05,P076,1
2025-09-05,P086,1
2025-09-05,P093,1
2025-09-06,P004,1
2025-09-06,P009,1
2025-09-06,P010,1
2025-09-06,P015,3
2025-09-06,P021,2
2025-09-06,P024,1
2025-09-06,P029,1
2025-09-06,P031,1
2025-09-06,P033,2
2025-09-06,P039,2
2025-09-06,P053,1
2025-09-06,P056,1
2025-09-06,P066,1
2025-09-06,P073,1
2025-09-06,P076,1
2025-09-06,P080,1
2025-09-06,P081,1
2025-09-06,P087,2
2025-09-06,P093,3
2025-09-07,P004,2
2025-09-07,P021,1
2025-09-07,P027,1
2025-09-07,P037,1
2025-09-07,P038,1
2025-09-07,P044,1
2025-09-07,P048,2
2025-09-07,P052,1
2025-09-07,P055,1
2025-09-07,P057,1
2025-09-07,P058,1
2025-09-07,P059,2
2025-09-07,P066,1
2025-09-07,P080,1
2025-09-07,P085,1
2025-09-07,P087,1
2025-09-07,P089,1
2025-09-08,P003,1
2025-09-08,P007,2
2025-09-08,P009,1
2025-09-08,P033,1
2025-09-08,P037,2
2025-09-08,P038,2
2025-09-08,P053,1
2025-09-08,P056,2
2025-09-08,P057,2
2025-09-08,P058,1
2025-09-08,P059,1
2025-09-08,P060,1
2025-09-08,P063,1
2025-09-08,P066,1
2025-09-08,P068,1
2025-09-08,P071,1
2025-09-08,P072,1
2025-09-08,P075,1
2025-09-08,P076,1
2025-09-08,P081,1
2025-09-08,P084,1
2025-09-08,P089,1
2025-09-08,P093,3
2025-09-09,P003,1
2025-09-09,P009,1
2025-09-09,P014,1
2025-09-09,P015,1
2025-09-09,P017,1
2025-09-09,P018,1
2025-09-09,P024,2
2025-09-09,P027,1
2025-09-09,P031,1
2025-09-09,P033,1
2025-09-09,P051,1
2025-09-09,P055,1
2025-09-09,P056,1
2025-09-09,P063,2
2025-09-09,P068,1
2025-09-09,P076,1
2025-09-09,P085,1
2025-09-09,P086,1
2025-09-09,P089,1
2025-09-10,P003,1
2025-09-10,P009,1
2025-09-10,P010,1
2025-09-10,P013,1
2025-09-10,P017,1
2025-09-10,P024,1
2025-09-10,P029,1
2025-09-10,P038,1
2025-09-10,P039,2
2025-09-10,P051,1
2025-09-10,P055,2
2025-09-10,P060,1
2025-09-10,P068,1
2025-09-10,P070,1
2025-09-10,P072,1
2025-09-10,P073,1
2025-09-10,P075,2
2025-09-10,P076,2
2025-09-10,P079,1
2025-09-10,P085,1
2025-09-10,P087,1
2025-09-10,P089,1
2025-09-11,P013,1
2025-09-11,P014,1
2025-09-11,P017,3
2025-09-11,P018,1
2025-09-11,P027,1
2025-09-11,P028,2
2025-09-11,P032,1
2025-09-11,P039,2
2025-09-11,P044,1
2025-09-11,P048,1
2025-09-11,P051,1
2025-09-11,P052,1
2025-09-11,P053,2
2025-09-11,P057,1
2025-09-11,P066,1
2025-09-11,P068,2
2025-09-11,P070,2
2025-09-11,P071,1
2025-09-11,P072,1
2025-09-11,P073,2
2025-09-11,P078,1
2025-09-11,P079,1
2025-09-11,P081,2
2025-09-11,P086,1
2025-09-11,P087,1
2025-09-11,P089,1
2025-09-12,P003,1
2025-09-12,P011,2
2025-09-12,P017,1
2025-09-12,P018,2
2025-09-12,P024,5
2025-09-12,P025,2
2025-09-12,P028,2
2025-09-12,P038,1
2025-09-12,P048,2
2025-09-12,P055,1
2025-09-12,P056,1
2025-09-12,P059,1
2025-09-12,P063,1
2025-09-12,P068,1
2025-09-12,P073,1
2025-09-12,P076,1
2025-09-12,P080,1
2025-09-12,P085,1
2025-09-12,P093,1
2025-09-13,P016,1
2025-09-13,P031,1
2025-09-13,P033,1
2025-09-13,P038,1
2025-09-13,P044,3
2025-09-13,P051,2
2025-09-13,P052,1
2025-09-13,P053,1
2025-09-13,P055,2
2025-09-13,P059,1
2025-09-13,P066,1
2025-09-13,P070,1
2025-09-13,P071,1
2025-09-13,P073,2
2025-09-13,P076,2
2025-09-13,P078,2
2025-09-13,P079,1
2025-09-13,P080,1
2025-09-13,P084,1
2025-09-13,P086,1
2025-09-14,P004,1
2025-09-14,P011,1
2025-09-14,P015,1
2025-09-14,P037,1
2025-09-14,P038,1
2025-09-14,P053,1
2025-09-14,P055,1
2025-09-14,P057,1
2025-09-14,P058,1
2025-09-14,P059,1
2025-09-14,P068,1
2025-09-14,P070,1
2025-09-14,P073,1
2025-09-14,P078,1
2025-09-14,P079,1
2025-09-14,P080,1
2025-09-14,P081,1
2025-09-14,P085,1
2025-09-14,P086,1
2025-09-14,P089,1
2025-09-14,P093,1
2025-09-15,P007,1
2025-09-15,P010,2
2025-09-15,P015,1
2025-09-15,P016,1
2025-09-15,P017,1
2025-09-15,P027,3
2025-09-15,P028,3
2025-09-15,P029,1
2025-09-15,P033,1
2025-09-15,P037,1
2025-09-15,P038,2
2025-09-15,P039,1
2025-09-15,P048,1
2025-09-15,P051,1
2025-09-15,P057,1
2025-09-15,P060,1
2025-09-15,P068,1
2025-09-15,P076,2
2025-09-15,P078,1
2025-09-15,P081,1
2025-09-15,P084,1
2025-09-15,P086,1
2025-09-15,P089,1
2025-09-15,P093,1
2025-09-16,P007,3
2025-09-16,P017,1
2025-09-16,P018,1
2025-09-16,P024,1
2025-09-16,P025,1
2025-09-16,P028,1
2025-09-16,P037,2
2025-09-16,P044,2
2025-09-16,P048,1
2025-09-16,P058,1
2025-09-16,P072,1
2025-09-16,P075,1
2025-09-16,P078,2
2025-09-16,P079,1
2025-09-16,P081,1
2025-09-16,P089,1
2025-09-17,P004,1
2025-09-17,P010,1
2025-09-17,P015,3
2025-09-17,P017,1
2025-09-17,P018,1
2025-09-17,P021,2
2025-09-17,P025,1
2025-09-17,P032,2
2025-09-17,P033,1
2025-09-17,P039,1
2025-09-17,P048,1
2025-09-17,P052,1
2025-09-17,P057,1
2025-09-17,P058,1
2025-09-17,P066,1
2025-09-17,P068,2
2025-09-17,P072,1
2025-09-17,P073,1
2025-09-17,P075,2
2025-09-17,P080,1
2025-09-17,P084,1
2025-09-17,P085,1
2025-09-17,P086,3
2025-09-17,P087,3
2025-09-17,P089,1
2025-09-17,P093,1
2025-09-18,P003,1
2025-09-18,P010,1
2025-09-18,P014,1
2025-09-18,P016,1
2025-09-18,P024,1
2025-09-18,P027,1
2025-09-18,P033,1
2025-09-18,P039,1
2025-09-18,P044,1
2025-09-18,P048,1
2025-09-18,P051,1
2025-09-18,P055,1
2025-09-18,P056,1
2025-09-18,P057,1
2025-09-18,P059,2
2025-09-18,P066,1
2025-09-18,P070,1
2025-09-18,P072,1
2025-09-18,P081,1
2025-09-18,P084,1
2025-09-18,P087,1
2025-09-18,P093,1
2025-09-19,P002,1
2025-09-19,P003,2
2025-09-19,P004,1
2025-09-19,P009,1
2025-09-19,P014,1
2025-09-19,P021,1
2025-09-19,P024,1
2025-09-19,P029,1
2025-09-19,P031,1
2025-09-19,P032,1
2025-09-19,P033,1
2025-09-19,P048,1
2025-09-19,P051,1
2025-09-19,P055,3
2025-09-19,P058,2
2025-09-19,P060,1
2025-09-19,P063,1
2025-09-19,P068,3
2025-09-19,P070,1
2025-09-19,P072,1
2025-09-19,P073,1
2025-09-19,P074,1
2025-09-19,P075,1
2025-09-19,P080,2
2025-09-19,P085,2
2025-09-19,P089,1
2025-09-20,P003,1
2025-09-20,P004,1
2025-09-20,P007,1
2025-09-20,P009,1
2025-09-20,P010,1
2025-09-20,P011,2
2025-09-20,P013,1
2025-09-20,P014,1
2025-09-20,P015,1
2025-09-20,P017,2
2025-09-20,P021,1
2025-09-20,P027,2
2025-09-20,P028,1
2025-09-20,P033,1
2025-09-20,P037,1
2025-09-20,P038,2
2025-09-20,P039,1
2025-09-20,P040,1
2025-09-20,P048,1
2025-09-20,P059,1
2025-09-20,P063,1
2025-09-20,P070,1
2025-09-20,P072,1
2025-09-20,P080,1
2025-09-20,P084,1
2025-09-20,P085,1
2025-09-20,P087,1
2025-09-20,P089,1
2025-09-21,P002,1
2025-09-21,P007,1
2025-09-21,P009,1
2025-09-21,P010,1
2025-09-21,P014,1
2025-09-21,P015,1
2025-09-21,P016,2
2025-09-21,P018,1
2025-09-21,P021,1
2025-09-21,P038,1
2025-09-21,P039,1
2025-09-21,P040,1
2025-09-21,P052,2
2025-09-21,P053,1
2025-09-21,P055,1
2025-09-21,P056,1
2025-09-21,P057,3
2025-09-21,P071,1
2025-09-21,P075,1
2025-09-21,P076,1
2025-09-21,P079,2
2025-09-21,P080,1
2025-09-21,P084,1
2025-09-21,P085,1
2025-09-21,P086,1
2025-09-21,P089,1
2025-09-21,P093,1
2025-09-22,P007,1
2025-09-22,P010,3
2025-09-22,P016,1
2025-09-22,P027,1
2025-09-22,P028,1
2025-09-22,P029,1
2025-09-22,P033,1
2025-09-22,P038,1
2025-09-22,P039,1
2025-09-22,P051,1
2025-09-22,P053,2
2025-09-22,P063,2
2025-09-22,P070,1
2025-09-22,P071,1
2025-09-22,P072,1
2025-09-22,P073,1
2025-09-22,P074,1
2025-09-22,P075,1
2025-09-22,P078,2
2025-09-22,P086,1
2025-09-22,P087,1
2025-09-22,P093,2
2025-09-23,P002,3
2025-09-23,P004,1
2025-09-23,P015,1
2025-09-23,P016,2
2025-09-23,P017,1
2025-09-23,P024,3
2025-09-23,P025,1
2025-09-23,P028,1
2025-09-23,P029,1
2025-09-23,P031,1
2025-09-23,P033,1
2025-09-23,P037,2
2025-09-23,P044,1
2025-09-23,P051,1
2025-09-23,P052,1
2025-09-23,P056,1
2025-09-23,P071,1
2025-09-23,P072,2
2025-09-23,P075,1
2025-09-23,P076,2
2025-09-23,P080,1
2025-09-23,P084,1
2025-09-23,P085,1
2025-09-23,P087,1
2025-09-24,P002,1
2025-09-24,P011,1
2025-09-24,P016,2
2025-09-24,P021,1
2025-09-24,P024,1
2025-09-24,P025,1
2025-09-24,P027,1
2025-09-24,P028,1
2025-09-24,P029,2
2025-09-24,P037,1
2025-09-24,P038,1
2025-09-24,P039,1
2025-09-24,P044,1
2025-09-24,P053,1
2025-09-24,P056,2
2025-09-24,P057,1
2025-09-24,P060,1
2025-09-24,P068,1
2025-09-24,P072,1
2025-09-24,P074,1
2025-09-24,P078,1
2025-09-24,P080,1
2025-09-24,P086,2
2025-09-24,P087,1
2025-09-25,P004,1
2025-09-25,P007,1
2025-09-25,P014,1
2025-09-25,P015,1
2025-09-25,P016,1
2025-09-25,P017,1
2025-09-25,P018,2
2025-09-25,P021,1
2025-09-25,P024,1
2025-09-25,P028,1
2025-09-25,P029,1
2025-09-25,P033,1
2025-09-25,P039,1
2025-09-25,P040,1
2025-09-25,P044,1
2025-09-25,P051,1
2025-09-25,P053,1
2025-09-25,P055,1
